Job Title,Company,City,Experience Level,Industry,Skills Required,Remote,Job Postings Count,Salary (LPA)
Financial Analyst,Ola,Chennai,Junior (1-3 Yrs),It Services,"SQL, Pandas, R, Storytelling, NumPy, Power BI, Spark",No,23,8.6
Senior Data Analyst,Ola,Delhi,Junior (1-3 Yrs),Logistics,"Pandas, SQL, AWS, Python, Excel, Machine Learning, Data Visualization",Hybrid,41,7.3
Business Analyst,Infosys,Kolkata,Senior (5+ Yrs),It Services,"ETL, Power BI, Python, NumPy, Spark",Hybrid,19,17.9
Business Analyst,Deloitte,Pune,Mid (3-5 Yrs),Logistics,"Spark, Google Analytics, Power BI, Data Visualization",No,46,16.8
Senior Data Analyst,Paytm,Mumbai,Junior (1-3 Yrs),Logistics,"Storytelling, JIRA, Excel, R, Machine Learning, Pandas",Hybrid,39,9.2
Bi Analyst,Infosys,Pune,Junior (1-3 Yrs),E-Commerce,"JIRA, Python, SQL, Statistics, NumPy, R",Yes,19,5.1
Data Analyst,Reliance Jio,Chennai,Mid (3-5 Yrs),E-Commerce,"Spark, R, Python, ETL, Google Analytics, Communication",No,47,10.5
Product Analyst,Flipkart,Kolkata,Senior (5+ Yrs),Logistics,"Statistics, Google Analytics, Pandas, SQL, JIRA",Yes,1,17.4
Operations Analyst,Makemytrip,Pune,Fresher (0-1 Yr),Banking & Finance,"Python, JIRA, Pandas, Statistics, Tableau, R",No,7,4.8
Business Analyst,Tech Mahindra,Hyderabad,Mid (3-5 Yrs),Banking & Finance,"Tableau, Excel, Spark, Google Analytics, Statistics, Machine Learning",Yes,12,13.8
Product Analyst,Wipro,Pune,Fresher (0-1 Yr),E-Commerce,"Communication, Tableau, Hadoop, NumPy",Hybrid,33,4.4
Business Analyst,Deloitte,Ahmedabad,Senior (5+ Yrs),It Services,"Data Visualization, AWS, JIRA, Tableau, Machine Learning, Storytelling, Excel",No,45,24.0
Data Analyst,Amazon India,Kolkata,Junior (1-3 Yrs),Healthcare,"JIRA, Machine Learning, Tableau, NumPy, Storytelling, Communication, Spark",Yes,40,5.6
Senior Data Analyst,Makemytrip,Mumbai,Junior (1-3 Yrs),Edtech,"Communication, R, Data Visualization, Excel",Hybrid,31,8.5
Data Analyst,Zomato,Kolkata,Senior (5+ Yrs),Edtech,"JIRA, Power BI, R, Data Visualization, Tableau, ETL, Python",Yes,48,20.6
Business Analyst,Accenture,Hyderabad,Senior (5+ Yrs),Banking & Finance,"Hadoop, Storytelling, NumPy, AWS, Pandas",No,20,21.6
Senior Data Analyst,Cognizant,Ahmedabad,Senior (5+ Yrs),E-Commerce,"Machine Learning, Power BI, Tableau, R",Hybrid,45,22.4
Data Analyst,Tech Mahindra,Ahmedabad,Senior (5+ Yrs),It Services,"Storytelling, Pandas, Statistics",Yes,16,31.7
Bi Analyst,Axis Bank,Hyderabad,Senior (5+ Yrs),Retail,"Statistics, Storytelling, Python, ETL, Excel, Google Analytics, Spark",Yes,11,22.4
Senior Data Analyst,Flipkart,Hyderabad,Senior (5+ Yrs),It Services,"Tableau, Google Analytics, Azure, ETL, R, Hadoop",No,21,27.6
Operations Analyst,Icici Bank,Ahmedabad,Senior (5+ Yrs),Banking & Finance,"Azure, Storytelling, Tableau, R, Machine Learning, Power BI",Yes,44,18.0
Business Analyst,Icici Bank,Ahmedabad,Junior (1-3 Yrs),Banking & Finance,"Hadoop, Python, Pandas",Hybrid,5,8.6
Data Scientist,Capgemini,Delhi,Fresher (0-1 Yr),Healthcare,"Statistics, Machine Learning, Communication, Excel, R, AWS",Hybrid,11,3.3
Financial Analyst,Accenture,Ahmedabad,Fresher (0-1 Yr),Logistics,"Storytelling, Azure, Data Visualization, AWS, Statistics, Machine Learning",Hybrid,12,6.2
Business Analyst,Capgemini,Bangalore,Junior (1-3 Yrs),Edtech,"SQL, Spark, Data Visualization, Communication, Storytelling, Pandas",Yes,22,9.7
Operations Analyst,Hdfc Bank,Bangalore,Mid (3-5 Yrs),Edtech,"AWS, Storytelling, SQL",Hybrid,30,17.2
Junior Data Analyst,Deloitte,Mumbai,Fresher (0-1 Yr),Edtech,"Google Analytics, JIRA, Spark, SQL",No,10,5.2
Product Analyst,Makemytrip,Bangalore,Mid (3-5 Yrs),Banking & Finance,"Spark, Google Analytics, SQL, Machine Learning, NumPy, Statistics, Communication",No,1,15.7
Product Analyst,Amazon India,Ahmedabad,Junior (1-3 Yrs),Healthcare,"NumPy, AWS, R, Hadoop, Storytelling",No,43,7.2
Financial Analyst,Hcl Technologies,Pune,Mid (3-5 Yrs),Logistics,"SQL, Google Analytics, Tableau, AWS, Communication, Storytelling, ETL",Hybrid,31,15.8
Business Analyst,Paytm,Chennai,Junior (1-3 Yrs),E-Commerce,"Power BI, R, JIRA, Tableau, Spark, Machine Learning, Communication",Hybrid,28,8.5
Financial Analyst,Wipro,Ahmedabad,Senior (5+ Yrs),Banking & Finance,"Python, R, AWS, Machine Learning, JIRA, SQL",No,22,29.9
Marketing Analyst,Tech Mahindra,Noida,Senior (5+ Yrs),Healthcare,"Data Visualization, R, Power BI, Excel, JIRA",No,2,29.8
Business Analyst,Nykaa,Ahmedabad,Fresher (0-1 Yr),Banking & Finance,"ETL, Excel, Google Analytics, Spark, R, Machine Learning",Yes,12,5.1
Senior Data Analyst,Ibm India,Bangalore,Fresher (0-1 Yr),Retail,"Spark, SQL, R, Data Visualization, Tableau, Excel, Hadoop",Yes,17,5.9
Senior Data Analyst,Razorpay,Gurgaon,Mid (3-5 Yrs),E-Commerce,"R, SQL, Hadoop, NumPy",No,5,13.6
Marketing Analyst,Makemytrip,Kolkata,Mid (3-5 Yrs),E-Commerce,"AWS, NumPy, R, Power BI, Tableau",Hybrid,11,10.4
Bi Analyst,Razorpay,Pune,Fresher (0-1 Yr),Retail,"Python, Pandas, Storytelling, AWS",No,44,3.0
Marketing Analyst,Swiggy,Pune,Senior (5+ Yrs),Healthcare,"Azure, JIRA, Python, Storytelling, Statistics, Power BI",Yes,49,27.3
Marketing Analyst,Axis Bank,Gurgaon,Junior (1-3 Yrs),It Services,"Azure, AWS, Hadoop, Communication, Excel, NumPy, Google Analytics",No,1,8.4
Financial Analyst,Flipkart,Chennai,Senior (5+ Yrs),E-Commerce,"Statistics, JIRA, Pandas",Yes,39,24.6
Data Analyst,Wipro,Noida,Fresher (0-1 Yr),E-Commerce,"JIRA, Machine Learning, SQL, R, Tableau, Python, Data Visualization",Yes,23,4.1
Senior Data Analyst,Swiggy,Pune,Junior (1-3 Yrs),Logistics,"SQL, Tableau, Storytelling, NumPy, Data Visualization",Yes,31,5.9
Data Analyst,Tcs,Gurgaon,Mid (3-5 Yrs),E-Commerce,"SQL, Power BI, Hadoop",No,38,15.5
Marketing Analyst,Capgemini,Mumbai,Fresher (0-1 Yr),E-Commerce,"R, NumPy, JIRA, Storytelling",Hybrid,1,4.0
Bi Analyst,Axis Bank,Bangalore,Senior (5+ Yrs),Logistics,"Communication, ETL, SQL, Excel, NumPy, R",No,32,30.7
Senior Data Analyst,Hcl Technologies,Hyderabad,Mid (3-5 Yrs),It Services,"Spark, Excel, Hadoop, Communication, NumPy",Yes,16,11.1
Business Analyst,Paytm,Gurgaon,Mid (3-5 Yrs),Edtech,"Tableau, Power BI, Pandas, Data Visualization, Hadoop, JIRA",Yes,31,13.4
Business Analyst,Flipkart,Noida,Fresher (0-1 Yr),Edtech,"Machine Learning, SQL, Power BI, Google Analytics",No,8,3.2
Business Analyst,Razorpay,Gurgaon,Senior (5+ Yrs),E-Commerce,"Azure, NumPy, Hadoop",Yes,3,25.8
Operations Analyst,Makemytrip,Gurgaon,Fresher (0-1 Yr),It Services,"Data Visualization, Pandas, Google Analytics, ETL, Tableau, NumPy, AWS",Hybrid,2,4.8
Financial Analyst,Razorpay,Chennai,Junior (1-3 Yrs),Banking & Finance,"Google Analytics, Azure, Communication, R, Statistics, ETL",Yes,37,7.5
Junior Data Analyst,Capgemini,Delhi,Junior (1-3 Yrs),Logistics,"Machine Learning, Python, Power BI, Communication, AWS",Yes,44,9.6
Marketing Analyst,Reliance Jio,Ahmedabad,Mid (3-5 Yrs),Logistics,"Machine Learning, Hadoop, Communication",Yes,19,11.6
Junior Data Analyst,Swiggy,Hyderabad,Senior (5+ Yrs),Retail,"Data Visualization, ETL, JIRA",Hybrid,15,23.3
Data Scientist,Ola,Delhi,Junior (1-3 Yrs),It Services,"Python, Machine Learning, NumPy, Pandas",Yes,34,8.8
Financial Analyst,Flipkart,Delhi,Junior (1-3 Yrs),Healthcare,"NumPy, Storytelling, Google Analytics",No,33,9.8
Business Analyst,Hcl Technologies,Delhi,Junior (1-3 Yrs),Logistics,"Data Visualization, Python, Power BI, Storytelling, Google Analytics, Machine Learning, ETL",Yes,11,5.2
Senior Data Analyst,Razorpay,Noida,Junior (1-3 Yrs),Banking & Finance,"Storytelling, Python, R, Machine Learning, Data Visualization, Hadoop, JIRA",Hybrid,49,9.7
Financial Analyst,Ibm India,Hyderabad,Fresher (0-1 Yr),Retail,"Azure, SQL, Tableau, Storytelling, JIRA, Data Visualization",Yes,10,6.1
Operations Analyst,Hdfc Bank,Delhi,Mid (3-5 Yrs),Edtech,"JIRA, Data Visualization, AWS, Hadoop, SQL, Google Analytics",Hybrid,50,15.6
Senior Data Analyst,Tcs,Kolkata,Mid (3-5 Yrs),Edtech,"NumPy, Communication, Data Visualization, Python, Machine Learning, Storytelling, JIRA",Yes,7,12.9
Data Analyst,Byju'S,Kolkata,Junior (1-3 Yrs),It Services,"ETL, Excel, Tableau, Pandas, Python",Yes,7,6.4
Operations Analyst,Axis Bank,Mumbai,Mid (3-5 Yrs),Edtech,"Spark, JIRA, R, Storytelling, Communication",No,20,16.9
Data Analyst,Amazon India,Delhi,Mid (3-5 Yrs),It Services,"Power BI, NumPy, Data Visualization, SQL, Pandas, Machine Learning, Google Analytics",Yes,48,11.8
Senior Data Analyst,Byju'S,Chennai,Mid (3-5 Yrs),Logistics,"Statistics, ETL, AWS, NumPy, Machine Learning, Pandas",Hybrid,22,12.1
Business Analyst,Ibm India,Gurgaon,Mid (3-5 Yrs),It Services,"R, Power BI, ETL, SQL, Machine Learning",Hybrid,29,10.5
Junior Data Analyst,Ola,Mumbai,Fresher (0-1 Yr),Logistics,"AWS, Google Analytics, Python",Yes,32,4.0
Marketing Analyst,Wipro,Pune,Junior (1-3 Yrs),Retail,"Google Analytics, Tableau, Machine Learning, Data Visualization, Azure, ETL",Hybrid,48,7.4
Financial Analyst,Ola,Gurgaon,Senior (5+ Yrs),It Services,"NumPy, Data Visualization, Tableau, Power BI, JIRA, Google Analytics, ETL",No,23,20.2
Financial Analyst,Paytm,Chennai,Fresher (0-1 Yr),It Services,"AWS, Spark, Google Analytics",Yes,35,3.6
Business Analyst,Phonepe,Hyderabad,Mid (3-5 Yrs),Logistics,"Python, NumPy, SQL",Yes,17,17.5
Marketing Analyst,Deloitte,Mumbai,Junior (1-3 Yrs),It Services,"Excel, Data Visualization, AWS, SQL, Power BI, Pandas, Spark",No,43,6.3
Data Analyst,Ola,Bangalore,Junior (1-3 Yrs),Healthcare,"Python, Communication, NumPy, Machine Learning, Data Visualization",Yes,32,8.0
Junior Data Analyst,Zomato,Pune,Junior (1-3 Yrs),Healthcare,"Machine Learning, NumPy, Pandas, Data Visualization",No,17,5.5
Marketing Analyst,Hcl Technologies,Noida,Junior (1-3 Yrs),Healthcare,"Power BI, Pandas, Tableau, R, Communication, SQL",Yes,24,6.2
Data Analyst,Tech Mahindra,Ahmedabad,Mid (3-5 Yrs),It Services,"Storytelling, JIRA, Google Analytics",No,30,11.5
Marketing Analyst,Infosys,Noida,Junior (1-3 Yrs),Edtech,"Machine Learning, JIRA, ETL",No,1,5.5
Data Scientist,Infosys,Chennai,Senior (5+ Yrs),Banking & Finance,"Data Visualization, Pandas, Tableau, NumPy, Statistics, Excel, SQL",No,23,26.5
Financial Analyst,Deloitte,Hyderabad,Senior (5+ Yrs),Healthcare,"Storytelling, Data Visualization, JIRA, AWS, SQL",Hybrid,20,25.7
Data Scientist,Hdfc Bank,Delhi,Junior (1-3 Yrs),Logistics,"Python, Azure, SQL, Power BI",Yes,46,5.8
Marketing Analyst,Hcl Technologies,Ahmedabad,Mid (3-5 Yrs),E-Commerce,"SQL, Excel, Hadoop, Spark, R, ETL",No,22,14.4
Operations Analyst,Hcl Technologies,Delhi,Senior (5+ Yrs),E-Commerce,"Communication, AWS, ETL, NumPy, Data Visualization, Hadoop, Power BI",No,34,16.8
Financial Analyst,Ibm India,Chennai,Senior (5+ Yrs),Logistics,"Excel, AWS, Tableau, Storytelling, Communication, SQL, Statistics",Hybrid,50,32.9
Junior Data Analyst,Axis Bank,Hyderabad,Senior (5+ Yrs),Logistics,"AWS, Azure, Statistics, JIRA, Tableau",No,43,26.2
Business Analyst,Tech Mahindra,Gurgaon,Fresher (0-1 Yr),Logistics,"Pandas, ETL, Spark, R, Data Visualization, JIRA, Hadoop",Yes,39,3.7
Data Scientist,Swiggy,Kolkata,Fresher (0-1 Yr),It Services,"AWS, Azure, Python, Excel, Communication",Hybrid,31,4.7
Business Analyst,Paytm,Gurgaon,Senior (5+ Yrs),Banking & Finance,"ETL, Azure, AWS",Hybrid,8,31.6
Data Analyst,Flipkart,Gurgaon,Mid (3-5 Yrs),Healthcare,"NumPy, ETL, Tableau, Google Analytics",Yes,18,12.3
Product Analyst,Razorpay,Pune,Mid (3-5 Yrs),Logistics,"Spark, Power BI, Data Visualization",No,44,11.5
Operations Analyst,Makemytrip,Gurgaon,Senior (5+ Yrs),It Services,"Excel, NumPy, JIRA, AWS, Spark, Communication, Machine Learning",No,34,34.0
Data Analyst,Phonepe,Bangalore,Senior (5+ Yrs),Logistics,"Storytelling, Statistics, JIRA, R",Hybrid,47,24.1
Bi Analyst,Axis Bank,Mumbai,Mid (3-5 Yrs),Edtech,"Spark, Excel, Data Visualization, Machine Learning, Hadoop, Storytelling",Hybrid,41,13.0
Data Analyst,Zomato,Noida,Fresher (0-1 Yr),Banking & Finance,"Communication, Data Visualization, JIRA, Statistics, R, Storytelling",Yes,2,3.4
Data Analyst,Reliance Jio,Kolkata,Fresher (0-1 Yr),Edtech,"Communication, Azure, Power BI",Hybrid,10,4.6
Product Analyst,Makemytrip,Gurgaon,Senior (5+ Yrs),Edtech,"Storytelling, AWS, Data Visualization, Power BI, Communication, Excel, Tableau",Yes,27,33.4
Financial Analyst,Makemytrip,Chennai,Mid (3-5 Yrs),Logistics,"Excel, Power BI, Spark, Data Visualization, Azure, Google Analytics",Yes,15,15.4
Operations Analyst,Tech Mahindra,Chennai,Fresher (0-1 Yr),E-Commerce,"Excel, Machine Learning, Tableau",Hybrid,43,6.2
Operations Analyst,Zomato,Ahmedabad,Senior (5+ Yrs),Healthcare,"Python, Tableau, Communication, AWS, NumPy, Machine Learning, Azure",No,10,18.3
Junior Data Analyst,Ola,Delhi,Junior (1-3 Yrs),Retail,"AWS, Machine Learning, Communication, Data Visualization, NumPy, Azure, Spark",No,23,9.4
Data Analyst,Hcl Technologies,Bangalore,Senior (5+ Yrs),It Services,"Hadoop, ETL, Excel, Python, Spark",Hybrid,32,25.4
Operations Analyst,Hdfc Bank,Bangalore,Junior (1-3 Yrs),Edtech,"NumPy, SQL, ETL, Communication",Yes,2,5.4
Senior Data Analyst,Byju'S,Pune,Senior (5+ Yrs),Logistics,"JIRA, ETL, Power BI",No,16,18.6
Junior Data Analyst,Zomato,Gurgaon,Mid (3-5 Yrs),Edtech,"Python, Statistics, Hadoop, Spark, Data Visualization",Yes,37,11.5
Senior Data Analyst,Capgemini,Ahmedabad,Mid (3-5 Yrs),It Services,"Spark, Storytelling, Hadoop, Machine Learning, R, Statistics",Yes,48,15.0
Product Analyst,Infosys,Gurgaon,Mid (3-5 Yrs),Banking & Finance,"Machine Learning, JIRA, Spark, ETL",Hybrid,45,17.7
Senior Data Analyst,Phonepe,Pune,Mid (3-5 Yrs),It Services,"Tableau, NumPy, Storytelling, JIRA, Python, SQL",No,28,16.2
Business Analyst,Flipkart,Kolkata,Junior (1-3 Yrs),Retail,"Tableau, Azure, Hadoop",Yes,24,8.7
Marketing Analyst,Cognizant,Bangalore,Senior (5+ Yrs),It Services,"Excel, Tableau, Hadoop, AWS",Hybrid,14,20.2
Senior Data Analyst,Paytm,Mumbai,Mid (3-5 Yrs),Healthcare,"Hadoop, R, AWS, Google Analytics, Storytelling, Pandas, Azure",Yes,48,9.7
Product Analyst,Paytm,Noida,Fresher (0-1 Yr),E-Commerce,"Spark, ETL, Statistics, R, Hadoop, NumPy",Hybrid,6,3.5
Business Analyst,Ibm India,Hyderabad,Fresher (0-1 Yr),Edtech,"Communication, Azure, Statistics",Yes,13,4.2
Product Analyst,Flipkart,Pune,Fresher (0-1 Yr),E-Commerce,"Pandas, Hadoop, JIRA, ETL, SQL, Python, NumPy",Yes,25,4.6
Product Analyst,Hcl Technologies,Delhi,Senior (5+ Yrs),Retail,"ETL, Power BI, Azure, Excel, Tableau, Storytelling",Hybrid,41,30.0
Data Analyst,Razorpay,Noida,Fresher (0-1 Yr),Banking & Finance,"Pandas, AWS, Google Analytics, Excel, JIRA, Power BI, Statistics",Hybrid,7,5.4
Product Analyst,Flipkart,Delhi,Fresher (0-1 Yr),Retail,"JIRA, Communication, NumPy",Yes,18,3.3
Senior Data Analyst,Axis Bank,Bangalore,Junior (1-3 Yrs),Edtech,"SQL, Data Visualization, JIRA, Python, Azure, Statistics, Pandas",Hybrid,41,8.4
Marketing Analyst,Ola,Noida,Senior (5+ Yrs),E-Commerce,"Communication, Data Visualization, Hadoop, ETL, NumPy, Tableau",Yes,44,33.0
Product Analyst,Flipkart,Bangalore,Senior (5+ Yrs),Banking & Finance,"SQL, NumPy, Pandas, Storytelling",Hybrid,35,16.7
Product Analyst,Infosys,Ahmedabad,Fresher (0-1 Yr),Logistics,"Communication, R, SQL, NumPy, Python, Tableau",Hybrid,29,3.4
Operations Analyst,Swiggy,Kolkata,Senior (5+ Yrs),Healthcare,"Excel, Tableau, Google Analytics, Storytelling, Pandas, Communication",Hybrid,34,29.4
Bi Analyst,Capgemini,Chennai,Junior (1-3 Yrs),Banking & Finance,"Storytelling, Pandas, Communication, JIRA",Hybrid,12,7.6
Data Scientist,Cognizant,Delhi,Junior (1-3 Yrs),E-Commerce,"Power BI, R, Tableau",Hybrid,17,6.0
Business Analyst,Hcl Technologies,Kolkata,Mid (3-5 Yrs),It Services,"ETL, R, Pandas, Statistics, Azure, Excel",Hybrid,44,14.0
Bi Analyst,Paytm,Pune,Junior (1-3 Yrs),Edtech,"SQL, Data Visualization, Excel, Tableau, Google Analytics, Hadoop, Statistics",No,23,9.2
Business Analyst,Wipro,Mumbai,Mid (3-5 Yrs),Healthcare,"Spark, Statistics, AWS, R, Machine Learning, NumPy",No,22,14.6
Data Scientist,Razorpay,Noida,Fresher (0-1 Yr),E-Commerce,"SQL, Pandas, Power BI, Storytelling, R",Yes,26,6.3
Marketing Analyst,Cognizant,Kolkata,Mid (3-5 Yrs),Logistics,"Spark, Azure, NumPy, Communication, Statistics, Machine Learning",No,38,14.6
Junior Data Analyst,Ola,Gurgaon,Mid (3-5 Yrs),Healthcare,"Azure, Pandas, Tableau, Google Analytics, Hadoop, Python",No,27,11.2
Data Scientist,Ola,Kolkata,Fresher (0-1 Yr),Banking & Finance,"AWS, Spark, Data Visualization, Google Analytics, SQL",No,18,5.1
Financial Analyst,Byju'S,Pune,Mid (3-5 Yrs),E-Commerce,"JIRA, ETL, Hadoop",Hybrid,20,16.8
Bi Analyst,Tcs,Ahmedabad,Junior (1-3 Yrs),It Services,"Pandas, Data Visualization, Storytelling, JIRA, Power BI, Tableau, Communication",No,13,6.1
Senior Data Analyst,Infosys,Ahmedabad,Fresher (0-1 Yr),It Services,"Spark, AWS, Statistics, Machine Learning, Data Visualization, Azure, ETL",Yes,3,3.7
Data Analyst,Amazon India,Mumbai,Senior (5+ Yrs),Logistics,"Data Visualization, JIRA, Python, Communication",Hybrid,38,24.9
Financial Analyst,Ibm India,Hyderabad,Mid (3-5 Yrs),It Services,"Python, Hadoop, Power BI",Hybrid,34,13.4
Product Analyst,Tech Mahindra,Mumbai,Junior (1-3 Yrs),It Services,"Power BI, AWS, ETL, Statistics, NumPy, Tableau, Storytelling",No,45,5.9
Product Analyst,Reliance Jio,Noida,Senior (5+ Yrs),Retail,"Python, Excel, SQL",Yes,22,25.4
Senior Data Analyst,Cognizant,Delhi,Fresher (0-1 Yr),Edtech,"Machine Learning, Power BI, Communication, Excel, Tableau, Storytelling, Data Visualization",Yes,40,3.5
Senior Data Analyst,Wipro,Delhi,Fresher (0-1 Yr),Logistics,"R, Power BI, Storytelling, Pandas, NumPy, Statistics, Data Visualization",Hybrid,8,5.2
Operations Analyst,Nykaa,Kolkata,Fresher (0-1 Yr),Healthcare,"AWS, Pandas, Hadoop",Hybrid,28,3.3
Business Analyst,Axis Bank,Delhi,Junior (1-3 Yrs),E-Commerce,"Pandas, R, Excel, Storytelling, SQL",Yes,30,7.6
Operations Analyst,Cognizant,Hyderabad,Senior (5+ Yrs),It Services,"Spark, Data Visualization, SQL, Pandas, Google Analytics, Excel",Yes,37,29.7
Data Scientist,Reliance Jio,Chennai,Fresher (0-1 Yr),Retail,"Excel, Azure, Machine Learning, Spark, R, Data Visualization",Hybrid,23,3.7
Junior Data Analyst,Cognizant,Ahmedabad,Junior (1-3 Yrs),Edtech,"Power BI, Tableau, JIRA, Hadoop, Machine Learning, NumPy",Hybrid,19,7.2
Bi Analyst,Ibm India,Kolkata,Junior (1-3 Yrs),It Services,"AWS, Pandas, Power BI",No,8,7.5
Senior Data Analyst,Amazon India,Noida,Senior (5+ Yrs),Logistics,"Excel, Storytelling, Pandas",Yes,1,27.6
Business Analyst,Nykaa,Kolkata,Fresher (0-1 Yr),Logistics,"Python, Azure, Tableau, Storytelling, SQL, Data Visualization",Yes,32,5.5
Bi Analyst,Tech Mahindra,Bangalore,Fresher (0-1 Yr),It Services,"Pandas, Tableau, Data Visualization, Spark, Python, Storytelling",Yes,44,3.1
Data Scientist,Byju'S,Bangalore,Mid (3-5 Yrs),Banking & Finance,"Azure, Hadoop, Spark, Excel, Statistics, Python",No,10,15.2
Junior Data Analyst,Tcs,Bangalore,Fresher (0-1 Yr),Logistics,"Azure, Power BI, JIRA, ETL, Data Visualization, Storytelling",Hybrid,30,5.1
Financial Analyst,Capgemini,Hyderabad,Senior (5+ Yrs),E-Commerce,"Spark, SQL, Excel, ETL, Data Visualization",Yes,44,28.0
Operations Analyst,Tech Mahindra,Delhi,Junior (1-3 Yrs),Healthcare,"AWS, NumPy, Machine Learning",No,10,6.2
Data Scientist,Tech Mahindra,Gurgaon,Senior (5+ Yrs),Banking & Finance,"JIRA, SQL, Spark, Machine Learning",Yes,34,22.6
Product Analyst,Axis Bank,Kolkata,Fresher (0-1 Yr),Banking & Finance,"Spark, Power BI, ETL, Azure, Excel",No,19,4.9
Operations Analyst,Capgemini,Gurgaon,Junior (1-3 Yrs),Healthcare,"Machine Learning, Tableau, SQL, Storytelling, Python, ETL",No,40,9.8
Data Analyst,Accenture,Hyderabad,Senior (5+ Yrs),It Services,"Statistics, Azure, Spark, Excel, NumPy, Storytelling, Pandas",Yes,36,32.7
Operations Analyst,Hcl Technologies,Ahmedabad,Fresher (0-1 Yr),It Services,"Python, SQL, Data Visualization, Communication, JIRA, Spark",No,43,5.9
Data Scientist,Razorpay,Kolkata,Fresher (0-1 Yr),Retail,"Spark, Power BI, Machine Learning",Yes,11,6.1
Senior Data Analyst,Tcs,Hyderabad,Fresher (0-1 Yr),E-Commerce,"AWS, JIRA, Tableau, Statistics, Excel, Python, ETL",Yes,20,5.3
Junior Data Analyst,Tech Mahindra,Delhi,Mid (3-5 Yrs),Retail,"Azure, Python, Storytelling, SQL",No,32,13.4
Data Scientist,Tcs,Ahmedabad,Mid (3-5 Yrs),It Services,"Tableau, Python, R, SQL",Hybrid,19,14.7
Senior Data Analyst,Flipkart,Delhi,Mid (3-5 Yrs),Retail,"Power BI, AWS, R, Excel, Storytelling",No,5,14.4
Senior Data Analyst,Ibm India,Hyderabad,Junior (1-3 Yrs),Banking & Finance,"Azure, Statistics, Excel",No,19,7.7
Operations Analyst,Reliance Jio,Noida,Senior (5+ Yrs),Banking & Finance,"Hadoop, Data Visualization, Spark, Communication",Yes,1,21.6
Junior Data Analyst,Amazon India,Ahmedabad,Junior (1-3 Yrs),Retail,"Communication, JIRA, Tableau",Yes,30,6.1
Data Scientist,Tcs,Pune,Junior (1-3 Yrs),Logistics,"Machine Learning, SQL, R, Data Visualization, Excel",Yes,3,9.8
Data Scientist,Accenture,Ahmedabad,Fresher (0-1 Yr),Banking & Finance,"Pandas, Tableau, Hadoop",Hybrid,14,6.1
Product Analyst,Capgemini,Delhi,Fresher (0-1 Yr),Healthcare,"ETL, JIRA, R, AWS",No,19,5.7
Business Analyst,Infosys,Kolkata,Junior (1-3 Yrs),Logistics,"Communication, SQL, Tableau, Power BI",No,38,7.1
Bi Analyst,Tech Mahindra,Kolkata,Senior (5+ Yrs),It Services,"Spark, R, Python, Azure, Excel, JIRA, AWS",No,8,24.5
Business Analyst,Makemytrip,Kolkata,Mid (3-5 Yrs),It Services,"Excel, Communication, NumPy, Hadoop",No,4,11.2
Data Scientist,Zomato,Gurgaon,Junior (1-3 Yrs),Retail,"Tableau, Machine Learning, Storytelling, Pandas, AWS, Communication",No,32,7.1
Operations Analyst,Icici Bank,Ahmedabad,Junior (1-3 Yrs),Retail,"R, SQL, Storytelling, Azure",Hybrid,20,5.9
Financial Analyst,Hcl Technologies,Pune,Senior (5+ Yrs),It Services,"Excel, NumPy, ETL, Hadoop, Python, Pandas, Power BI",Yes,1,34.2
Data Scientist,Makemytrip,Gurgaon,Senior (5+ Yrs),It Services,"Power BI, Google Analytics, Storytelling, ETL",Yes,28,28.6
Data Analyst,Wipro,Bangalore,Junior (1-3 Yrs),Retail,"Google Analytics, Statistics, AWS, Machine Learning, Pandas, Python, Power BI",Hybrid,23,6.7
Senior Data Analyst,Hdfc Bank,Delhi,Fresher (0-1 Yr),E-Commerce,"Tableau, Azure, Communication",No,43,4.4
Marketing Analyst,Paytm,Delhi,Fresher (0-1 Yr),Logistics,"R, SQL, Communication, ETL",Yes,1,3.4
Data Scientist,Nykaa,Mumbai,Junior (1-3 Yrs),Logistics,"Machine Learning, Hadoop, Pandas, Data Visualization, AWS",No,4,9.4
Data Analyst,Flipkart,Noida,Fresher (0-1 Yr),E-Commerce,"Power BI, SQL, JIRA",No,17,5.9
Data Analyst,Icici Bank,Ahmedabad,Senior (5+ Yrs),Banking & Finance,"R, Python, Azure, Google Analytics",No,9,32.4
Bi Analyst,Reliance Jio,Pune,Mid (3-5 Yrs),Banking & Finance,"Excel, Statistics, AWS",No,23,14.4
Junior Data Analyst,Hcl Technologies,Bangalore,Senior (5+ Yrs),Healthcare,"Communication, Data Visualization, Hadoop, Machine Learning, Storytelling, Power BI, Spark",Hybrid,19,29.1
Data Scientist,Paytm,Ahmedabad,Mid (3-5 Yrs),Edtech,"Data Visualization, Statistics, Power BI",Hybrid,33,9.3
Junior Data Analyst,Icici Bank,Gurgaon,Junior (1-3 Yrs),Banking & Finance,"Hadoop, Machine Learning, Spark, Statistics",Yes,43,6.3
Financial Analyst,Ibm India,Pune,Junior (1-3 Yrs),Logistics,"Azure, Communication, Storytelling",No,50,6.1
Operations Analyst,Byju'S,Ahmedabad,Mid (3-5 Yrs),It Services,"Hadoop, Tableau, Machine Learning",No,36,16.7
Marketing Analyst,Infosys,Ahmedabad,Fresher (0-1 Yr),Banking & Finance,"AWS, R, Spark, ETL, Tableau, Statistics, Google Analytics",Hybrid,10,4.4
